"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"VRTS","Virtus Investment Partners, Inc.","141.25","$1.08B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/vrts",
"BBC","Virtus LifeSci Biotech Clinical Trials ETF","41.26","$41.26M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbc",
"BBP","Virtus LifeSci Biotech Products ETF","44.8983","$44.9M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbp",
"VRTU","Virtusa Corporation","40.25","$1.22B","2007","Technology","EDP Services","https://old.nasdaq.com/symbol/vrtu",
"VISL","Vislink Technologies, Inc.","1.99","$32.05M","2013","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/visl",
"VTGN","VistaGen Therapeutics, Inc.","0.7336","$54.28M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vtgn",
"VMACU","Vistas Media Acquisition Company Inc.","9.9315","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/vmacu",
"VC","Visteon Corporation","76.89","$2.14B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/vc",
"VITL","Vital Farms, Inc.","36.51","$1.43B","2020","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/vitl",
"VIVE","Viveve Medical, Inc.","0.5785","$9.1M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/vive",
"VVPR","VivoPower International PLC","4","$54.23M","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/vvpr",
"VOD","Vodafone Group Plc","15.56","$41.74B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/vod",
"VG","Vonage Holdings Corp.","11.67","$2.87B","2006","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/vg",
"VOXX","VOXX International Corporation","6.86","$164.08M","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/voxx",
"VYGR","Voyager Therapeutics, Inc.","11.85","$443.56M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/vygr",
"VRM","Vroom, Inc.","60.73","$7.25B","2020","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/vrm",
"VSEC","VSE Corporation","31.07","$343.11M","n/a","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/vsec",
"VTVT","vTv Therapeutics Inc.","2.26","$160.58M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vtvt",
"VUZI","Vuzix Corporation","3.39","$132.22M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/vuzi",
"WAFU","Wah Fu Education Group Limited","5.62","$24.62M","2019","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/wafu",
"HLAL","Wahed FTSE USA Shariah ETF","29.9369","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hlal",
"WTRH","Waitr Holdings Inc.","4.99","$549.28M","2016","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/wtrh",
"WBA","Walgreens Boots Alliance, Inc.","40.25","$34.88B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/wba",
"WSG","Wanda Sports Group Company Limited","2.02","$278.63M","2019","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/wsg",
"WMG","Warner Music Group Corp.","30.53","$15.57B","2020","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/wmg",
"WAFD","Washington Federal, Inc.","24.19","$1.83B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wafd",
"WASH","Washington Trust Bancorp, Inc.","34.31","$592.2M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wash",
"WSBF","Waterstone Financial, Inc.","15.38","$398.45M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/wsbf",
"WTRE","Watford Holdings Ltd.","16.94","$336.89M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/wtre",
"WTREP","Watford Holdings Ltd.","25","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/wtrep",
"WVE","WAVE Life Sciences Ltd.","10.1","$368.19M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/wve",
"WSTG","Wayside Technology Group, Inc.","22.37","$97.66M","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://old.nasdaq.com/symbol/wstg",
"WDFC","WD-40 Company","201.82","$2.76B","1973","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/wdfc",
"WB","Weibo Corporation","33.26","$7.53B","2014","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/wb",
"WEN","Wendy&#39;s Company (The)","21.18","$4.74B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/wen",
"WERN","Werner Enterprises, Inc.","45.27","$3.13B","1986","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/wern",
"WSBC","WesBanco, Inc.","22.17","$1.49B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wsbc",
"WSBCP","WesBanco, Inc.","26.18","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wsbcp",
"WTBA","West Bancorporation","17.14","$282.28M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wtba",
"WABC","Westamerica Bancorporation","61.47","$1.66B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wabc",
"WSTL","Westell Technologies, Inc.","1.07","$16.93M","1995","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/wstl",
"WINC","Western Asset Short Duration Income ETF","25.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/winc",
"WBND","Western Asset Total Return ETF","28.51","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/wbnd",
"WDC","Western Digital Corporation","34.45","$10.32B","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/wdc",
"WNEB","Western New England Bancorp, Inc.","5.09","$130.53M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/wneb",
"WPRT","Westport Fuel Systems Inc","1.93","$263.94M","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/wprt",
"WWR","Westwater Resources, Inc.","2.07","$15.66M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/wwr",
"WEYS","Weyco Group, Inc.","17.93","$175.95M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/weys",
"WHLR","Wheeler Real Estate Investment Trust, Inc.","2.72","$26.38M","2012","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/whlr",
"WHLRD","Wheeler Real Estate Investment Trust, Inc.","13.8825","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/whlrd",
"WHLRP","Wheeler Real Estate Investment Trust, Inc.","8.93","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/whlrp",
"WHF","WhiteHorse Finance, Inc.","10.88","$223.54M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/whf",
"WHFBZ","WhiteHorse Finance, Inc.","25.4699","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/whfbz",
"FREE","Whole Earth Brands, Inc.","7.29","$280.13M","2019","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/free",
"FREEW","Whole Earth Brands, Inc.","0.73","n/a","2019","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/freew",
"WHLM","Wilhelmina International, Inc.","3.56","$18.36M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/whlm",
"WVVI","Willamette Valley Vineyards, Inc.","6.5","$32.27M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/wvvi",
"WVVIP","Willamette Valley Vineyards, Inc.","5.84","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/wvvip",
"WLDN","Willdan Group, Inc.","28.19","$340.14M","2006","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/wldn",
"WLFC","Willis Lease Finance Corporation","24.51","$146.45M","1996","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/wlfc",
"WLTW","Willis Towers Watson Public Limited Company","203.3","$26.2B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/wltw",
"WSC","WillScot Mobile Mini Holdings Corp.","17.94","$4.09B","2015","n/a","n/a","https://old.nasdaq.com/symbol/wsc",
"WIMI","WiMi Hologram Cloud Inc.","8.01","$534.95M","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/wimi",
"WINT","Windtree Therapeutics, Inc.","8.7","$146.91M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/wint",
"WING","Wingstop Inc.","159.21","$4.71B","2015","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/wing",
"WINA","Winmark Corporation","156.19","$582.74M","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/wina",
"WINS","Wins Finance Holdings Inc.","25","$495.94M","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/wins",
"WTFC","Wintrust Financial Corporation","44.37","$2.56B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wtfc",
"WTFCM","Wintrust Financial Corporation","25.34","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wtfcm",
"WTFCP","Wintrust Financial Corporation","26.56","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wtfcp",
"CXSE","WisdomTree China ex-State-Owned Enterprises Fund","107.9714","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cxse",
"WCLD","WisdomTree Cloud Computing Fund","40.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/wcld",
"EMCB","WisdomTree Emerging Markets Corporate Bond Fund","74.1585","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/emcb",
"DGRE","WisdomTree Emerging Markets Quality Dividend Growth Fund","24.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dgre",
"DXGE","WisdomTree Germany Hedged Equity Fund","29.31","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dxge",
"HYZD","WisdomTree Interest Rate Hedged High Yield Bond Fund","21.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hyzd",
"AGZD","WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund","47.11","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agzd",
"WETF","WisdomTree Investments, Inc.","3.87","$560.67M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/wetf",
"DXJS","WisdomTree Japan Hedged SmallCap Equity Fund","37.4092","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dxjs",
"DGRW","WisdomTree U.S. Quality Dividend Growth Fund","49.52","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dgrw",
"DGRS","WisdomTree U.S. SmallCap Quality Dividend Growth Fund","32.1633","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dgrs",
"WKEY","WISeKey International Holding AG","10.6","$145.14M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/wkey",
"WIX","Wix.com Ltd.","285.61","$15.74B","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/wix",
"WWD","Woodward, Inc.","82.65","$5.16B","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/wwd",
"WDAY","Workday, Inc.","191.2","$44.93B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/wday",
"WKHS","Workhorse Group, Inc.","16.41","$1.73B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/wkhs",
"WRLD","World Acceptance Corporation","91.89","$681.87M","1991","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/wrld",
"WRTC","Wrap Technologies, Inc.","8.32","$304.08M","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/wrtc",
"WMGI","Wright Medical Group N.V.","30.16","$3.9B","2011","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/wmgi",
"WSFS","WSFS Financial Corporation","29.25","$1.48B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/wsfs",
"WVFC","WVS Financial Corp.","13.24","$25.41M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/wvfc",
"WW","WW International, Inc. ","24.48","$1.66B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ww",
"WYNN","Wynn Resorts, Limited","81.26","$8.76B","2002","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/wynn",
"XFOR","X4 Pharmaceuticals, Inc.","9.11","$147.36M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/xfor",
"XBIT","XBiotech Inc.","18.01","$522.09M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xbit",
"XELB","Xcel Brands, Inc","0.824","$15.7M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/xelb",
"XEL","Xcel Energy Inc.","69.58","$36.55B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/xel",
"XNCR","Xencor, Inc.","35.08","$2.01B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xncr",
"XBIO","Xenetic Biosciences, Inc.","1.2","$7.56M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xbio",
"XBIOW","Xenetic Biosciences, Inc.","1.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xbiow",
"XENE","Xenon Pharmaceuticals Inc.","11.85","$414.69M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xene",
"XERS","Xeris Pharmaceuticals, Inc.","4.27","$197.6M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xers",
"XLNX","Xilinx, Inc.","102.39","$25.02B","1990","Technology","Semiconductors","https://old.nasdaq.com/symbol/xlnx",
"XOMA","XOMA Corporation","19.52","$215.07M","1986","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xoma",
"XP","XP Inc.","44.67","$24.65B","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/xp",
"XPEL","XPEL, Inc.","28.1","$775.91M","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/xpel",
"XPER","Xperi Holding Corporation","13.36","$1.45B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/xper",
"XSPA","XpresSpa Group, Inc. ","3.14","$178.12M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/xspa",
"XTLB","XTL Biopharmaceuticals Ltd.","1.7","$8.74M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xtlb",
"XNET","Xunlei Limited","3.95","$268.45M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/xnet",
"YNDX","Yandex N.V.","62.46","$21.87B","2011","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/yndx",
"YTRA","Yatra Online, Inc.","0.7199","$43.19M","n/a","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/ytra",
"YTEN","Yield10 Bioscience, Inc.","5.24","$10.36M","n/a","Basic Industries","Containers/Packaging","https://old.nasdaq.com/symbol/yten",
"YIN","Yintech Investment Holdings Limited","7.2","$526.2M","2016","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/yin",
"YMAB","Y-mAbs Therapeutics, Inc.","41.58","$1.66B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ymab",
"YGYI","Youngevity International, Inc.","0.8476","$25.7M","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/ygyi",
"YGYIP","Youngevity International, Inc.","13.7001","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/ygyip",
"YRCW","YRC Worldwide, Inc.","4.69","$249.9M","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/yrcw",
"CTIB","Yunhong CTI Ltd.","1.92","$8.63M","1997","Basic Industries","Specialty Chemicals","https://old.nasdaq.com/symbol/ctib",
"ZGYH","Yunhong International","9.82","$87.83M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/zgyh",
"ZGYHR","Yunhong International","0.1867","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/zgyhr",
"ZGYHU","Yunhong International","9.98","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/zgyhu",
"ZGYHW","Yunhong International","0.17","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/zgyhw",
"YJ","Yunji Inc.","2.85","$605.1M","2019","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/yj",
"ZAGG","ZAGG Inc","3.64","$108.55M","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/zagg",
"ZLAB","Zai Lab Limited","80.25","$6.01B","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/zlab",
"ZEAL","Zealand Pharma A/S","38.47","$1.53B","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/zeal",
"ZBRA","Zebra Technologies Corporation","283.13","$15.1B","1991","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/zbra",
"ZNTL","Zentalis Pharmaceuticals, Inc.","33.63","$1.35B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/zntl",
"ZCMD","ZHONGCHAO INC.","2.18","$51.37M","2020","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/zcmd",
"Z","Zillow Group, Inc.","83.83","$19.03B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/z",
"ZG","Zillow Group, Inc.","83.5","$18.95B","2011","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/zg",
"ZN","Zion Oil ","0.4075","$83.67M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/zn",
"ZNWAA","Zion Oil ","n/a","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/znwaa",
"ZION","Zions Bancorporation N.A.","32.91","$5.4B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/zion",
"ZIONL","Zions Bancorporation N.A.","27.48","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/zionl",
"ZIONN","Zions Bancorporation N.A.","25.4","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/zionn",
"ZIONO","Zions Bancorporation N.A.","26.835","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ziono",
